game_number,date,goal_word,bot_solved,num_guesses,guess1,guess1_state,guess2,guess2_state,guess3,guess3_state,guess4,guess4_state,guess5,guess5_state,guess6,guess6_state
1021,2024-04-04,climb,True,4,balky,y?y??,rebel,??y?y,slobs,?g?y?,climb,ggggg,,,,
1022,2024-04-05,wrist,True,5,balky,?????,noire,??gy?,crits,?ggyy,grist,?gggg,wrist,ggggg,,
1023,2024-04-06,finch,True,4,balky,?????,noire,y?y??,tints,?gg??,finch,ggggg,,,,
1024,2024-04-07,voila,True,5,balky,?yy??,alert,yy???,snail,??yyy,viola,gyygg,voila,ggggg,,
1025,2024-04-08,breed,True,4,balky,g????,bocce,g???y,bebug,gyy??,breed,ggggg,,,,
1026,2024-04-09,merge,True,4,balky,?????,noire,???yg,cruse,?y??g,merge,ggggg,,,,
1027,2024-04-10,broth,True,6,balky,g????,bocce,gy???,bromo,ggg?y,bronx,ggg??,brood,gggy?,broth,ggggg
1028,2024-04-11,louse,True,5,balky,??y??,liter,g??y?,lodge,gg??g,loose,ggygg,louse,ggggg,,
1029,2024-04-12,whiny,True,4,balky,????g,deity,??g?g,shiny,?gggg,whiny,ggggg,,,,
1030,2024-04-13,steel,True,4,balky,??y??,liter,y?yg?,sleet,gyggy,steel,ggggg,,,,
1031,2024-04-14,blimp,True,4,balky,g?y??,boils,g?gy?,blini,ggg?y,blimp,ggggg,,,,
1032,2024-04-15,equip,True,5,balky,?????,noire,??y?y,sites,?y?y?,medic,?y?g?,equip,ggggg,,
1033,2024-04-16,shank,True,4,balky,?y?y?,asker,yyy??,ikats,?yg?y,shank,ggggg,,,,
1034,2024-04-17,tithe,True,5,balky,?????,noire,??y?g,midge,?g??g,sieve,?gy?g,tithe,ggggg,,
1035,2024-04-18,facet,True,4,balky,?g???,carat,yg?yg,tacet,ygggg,facet,ggggg,,,,
1036,2024-04-19,raise,True,5,balky,?g???,carat,?gyy?,manor,?g??y,pairs,?ggyy,raise,ggggg,,
1037,2024-04-20,lucid,True,4,balky,??y??,liter,gy???,logic,g??gy,lucid,ggggg,,,,
1038,2024-04-21,jolly,False,6,balky,??g?g,dilly,??ggg,folly,?gggg,molly,?gggg,lolly,ygggg,polly,?gggg
1039,2024-04-22,laser,True,4,balky,?gy??,carol,?gy?y,later,gg?gg,laser,ggggg,,,,
1040,2024-04-23,rover,True,5,balky,?????,noire,?g?yy,cored,?gyg?,roves,gggg?,rover,ggggg,,
1041,2024-04-24,overt,True,4,balky,?????,noire,?y?gy,overs,gggg?,overt,ggggg,,,,
1042,2024-04-25,intro,True,3,balky,?????,noire,yyyg?,intro,ggggg,,,,,,
1043,2024-04-26,vapid,True,5,balky,?g???,carat,?g?y?,panda,yg?yy,gaped,?gg?g,vapid,ggggg,,
1044,2024-04-27,gleam,True,6,balky,?yy??,alert,ygg??,fleas,?ggg?,clean,?ggg?,plead,?ggg?,gleam,ggggg
1045,2024-04-28,prune,True,4,balky,?????,noire,y??yg,rente,yyy?g,prune,ggggg,,,,
1046,2024-04-29,craft,True,5,balky,?y???,irate,?ggy?,grant,?gg?g,tract,yggyg,craft,ggggg,,
1047,2024-04-30,prowl,True,4,balky,??y??,liter,y???y,drool,?ggyg,prowl,ggggg,,,,
1048,2024-05-01,diary,True,3,balky,?y??g,amity,y?y?g,diary,ggggg,,,,,,
1049,2024-05-02,slice,True,4,balky,??y??,liter,yy?y?,elide,ygg?g,slice,ggggg,,,,
1050,2024-05-03,ebony,True,2,balky,y???g,ebony,ggggg,,,,,,,,
1051,2024-05-04,value,True,5,balky,?gg??,calla,?ggyy,paled,?ggy?,salve,?ggyg,value,ggggg,,
1052,2024-05-05,decal,True,5,balky,?yy??,alert,yyy??,lease,ygy?y,penal,?g?gg,decal,ggggg,,
1053,2024-05-06,shave,False,6,balky,?y???,irate,??g?g,cease,?ygyg,shade,ggg?g,shape,ggg?g,shame,ggg?g
1054,2024-05-07,musty,True,5,balky,????g,deity,???gg,fusty,?gggg,rusty,?gggg,musty,ggggg,,
1055,2024-05-08,pious,True,4,balky,?????,noire,?yy??,ditto,?g??y,pious,ggggg,,,,
1056,2024-05-09,jerky,True,4,balky,???gg,cocky,???gg,dinky,???gg,jerky,ggggg,,,,
1057,2024-05-10,media,True,4,balky,?y???,irate,y?y?y,aides,yygy?,media,ggggg,,,,
1058,2024-05-11,tidal,True,4,balky,?yy??,alert,yy??y,lotta,y?yyy,tidal,ggggg,,,,
1059,2024-05-12,outer,True,6,balky,?????,noire,?y?yy,error,yyyyg,ocher,g??gg,otter,gyggg,outer,ggggg
1060,2024-05-13,cumin,True,5,balky,?????,noire,y?y??,tints,?yy??,unpin,yy?gg,cumin,ggggg,,
1061,2024-05-14,amass,True,5,balky,?y???,irate,??g??,whang,??g??,foams,??gyg,amass,ggggg,,
1062,2024-05-15,pinch,True,6,balky,?????,noire,y?y??,tints,?gg??,finch,?gggg,cinch,ygggg,pinch,ggggg
1063,2024-05-16,stall,True,5,balky,?yy??,alert,yy??y,lotta,y?yyy,tidal,yggyg,stall,ggggg,,
1064,2024-05-17,tutor,True,4,balky,?????,noire,?y?y?,trots,gyyy?,tutor,ggggg,,,,
1065,2024-05-18,briny,True,4,balky,g???g,booty,g???g,beery,g??yg,briny,ggggg,,,,
1066,2024-05-19,hitch,True,6,balky,?????,noire,??y??,tutti,y?gyy,ditch,?gggg,pitch,?gggg,hitch,ggggg
1067,2024-05-20,nicer,True,4,balky,?????,noire,g?yyy,niter,gg?gg,nicer,ggggg,,,,
1068,2024-05-21,dingo,True,5,balky,?????,noire,yyy??,icons,y?yy?,pinto,?gg?g,dingo,ggggg,,
1069,2024-05-22,exalt,True,4,balky,?yy??,alert,yyy?g,least,yyg?g,exalt,ggggg,,,,
1070,2024-05-23,swish,True,4,balky,?????,noire,??g??,chits,?yg?y,swish,ggggg,,,,
1071,2024-05-24,glide,True,5,balky,??y??,liter,yy?y?,elide,ygggg,slide,?gggg,glide,ggggg,,
1072,2024-05-25,titan,True,3,balky,?y???,irate,y?yy?,titan,ggggg,,,,,,
1073,2024-05-26,bevel,True,4,balky,g?y??,boils,g??y?,betel,gg?gg,bevel,ggggg,,,,
1074,2024-05-27,skier,True,3,balky,???y?,inker,y?ygg,skier,ggggg,,,,,,
1075,2024-05-28,minus,False,6,balky,?????,noire,y?y??,tints,?gg?g,finds,?gg?g,pings,?gg?g,jinns,?ggyg
1076,2024-05-29,papal,True,4,balky,?gy??,carol,?g??g,panel,gg??g,papal,ggggg,,,,
1077,2024-05-30,gummy,True,6,balky,????g,deity,????g,corny,????g,guppy,gg??g,gushy,gg??g,gummy,ggggg
1078,2024-05-31,chaos,True,5,balky,?y???,irate,??g??,whang,?gg??,shams,ygg?g,chaos,ggggg,,
1079,2024-06-01,basin,True,4,balky,gg???,barbs,gg?yy,based,ggg??,basin,ggggg,,,,
1080,2024-06-02,bravo,True,3,balky,gy???,board,gygy?,bravo,ggggg,,,,,,
1081,2024-06-03,stark,True,4,balky,?y?y?,asker,yyy?y,okras,?yyyy,stark,ggggg,,,,
1082,2024-06-04,groom,True,4,balky,?????,noire,?y?y?,trots,?gg??,groom,ggggg,,,,
1083,2024-06-05,organ,True,4,balky,?y???,irate,?gy??,groan,ygygg,organ,ggggg,,,,
1084,2024-06-06,ether,True,5,balky,?????,noire,???yy,crest,?yy?y,deter,?yygg,ether,ggggg,,
1085,2024-06-07,melon,True,4,balky,??g??,cills,??gy?,doled,?ygy?,melon,ggggg,,,,
1086,2024-06-08,hence,True,5,balky,?????,noire,y???g,dense,?gg?g,henge,ggg?g,hence,ggggg,,
1087,2024-06-09,crowd,True,6,balky,?????,noire,?y?y?,trots,?gg??,groom,?ggy?,croup,ggg??,crowd,ggggg
1088,2024-06-10,manga,True,6,balky,?g???,carat,?g?y?,panda,?gg?g,mania,ggg?g,manna,gggyg,manga,ggggg
1089,2024-06-11,swung,True,5,balky,?????,noire,y????,stunt,g?gg?,shuns,g?ggy,swung,ggggg,,
1090,2024-06-12,deter,True,4,balky,?????,noire,???yy,crest,?yy?y,deter,ggggg,,,,
1091,2024-06-13,angst,True,4,balky,?y???,irate,??yy?,stoat,yy?yg,angst,ggggg,,,,
1092,2024-06-14,vault,False,6,balky,?gy??,carol,?g??y,lanai,yg?y?,maple,?g?g?,hauls,?ggg?,fault,?gggg
1093,2024-06-15,proud,True,6,balky,?????,noire,?y?y?,trots,?gg??,groom,?ggy?,croup,?gggy,proud,ggggg
1094,2024-06-16,grind,True,3,balky,?????,noire,y?gy?,grind,ggggg,,,,,,
1095,2024-06-17,prior,True,4,balky,?????,noire,?ygy?,trios,?ggg?,prior,ggggg,,,,
1096,2024-06-18,cover,False,6,balky,?????,noire,?g?yy,cored,ggyg?,coper,gg?gg,comer,gg?gg,cower,gg?gg
1097,2024-06-19,terse,True,4,balky,?????,noire,???yg,cruse,?y?gg,terse,ggggg,,,,
1098,2024-06-20,scent,True,4,balky,?????,noire,y???y,tenet,yyyyg,scent,ggggg,,,,
1099,2024-06-21,paint,True,3,balky,?g???,carat,?g?yg,paint,ggggg,,,,,,
1100,2024-06-22,edict,True,4,balky,?????,noire,??g?y,chief,y?gy?,edict,ggggg,,,,
1101,2024-06-23,bugle,True,3,balky,g?y??,boils,g??g?,bugle,ggggg,,,,,,
1102,2024-06-24,dolly,True,3,balky,??g?g,dilly,g?ggg,dolly,ggggg,,,,,,
1103,2024-06-25,savor,True,5,balky,?g???,carat,?gyy?,manor,?g?gg,razor,yg?gg,savor,ggggg,,
1104,2024-06-26,knead,True,3,balky,?y?y?,asker,y?yy?,knead,ggggg,,,,,,
1105,2024-06-27,order,True,4,balky,?????,noire,?y?yy,error,ygyyg,order,ggggg,,,,
1106,2024-06-28,drove,True,6,balky,?????,noire,?y?yg,prose,?gg?g,grove,?gggg,trove,?gggg,drove,ggggg
1107,2024-06-29,zebra,True,3,balky,yy???,rebar,yggyy,zebra,ggggg,,,,,,
1108,2024-06-30,buddy,True,4,balky,g???g,booty,g???g,beery,g???g,buddy,ggggg,,,,
1109,2024-07-01,adage,True,5,balky,?y???,irate,??g?g,cease,?yg?g,phage,??ggg,adage,ggggg,,
1110,2024-07-02,inlay,True,3,balky,?yg?g,agley,y?g?g,inlay,ggggg,,,,,,
1111,2024-07-03,thigh,True,4,balky,?????,noire,??g??,chits,?ggy?,thigh,ggggg,,,,
1112,2024-07-04,debut,True,4,balky,y????,tribe,y??yy,debts,gggy?,debut,ggggg,,,,
1113,2024-07-05,crush,True,5,balky,?????,noire,???y?,strut,y?yy?,cruds,ggg?y,crush,ggggg,,
1114,2024-07-06,scoff,True,5,balky,?????,noire,?y???,scoot,gggy?,scops,ggg?y,scoff,ggggg,,
1115,2024-07-07,canon,True,5,balky,?g???,carat,gg?y?,caned,ggg??,canna,gggyy,canon,ggggg,,
1116,2024-07-08,shape,True,5,balky,?y???,irate,??g?g,cease,?ygyg,shade,ggg?g,shape,ggggg,,
1117,2024-07-09,blare,True,3,balky,gyy??,brawl,gyg?y,blare,ggggg,,,,,,
1118,2024-07-10,gaunt,False,6,balky,?g???,carat,?g?yg,paint,?g?gg,haunt,?gggg,taunt,ygggg,daunt,?gggg
1119,2024-07-11,cameo,True,5,balky,?g???,carat,gg?y?,caned,gg?g?,cases,gg?g?,cameo,ggggg,,
1120,2024-07-12,jiffy,True,4,balky,????g,deity,??y?g,finny,yg??g,jiffy,ggggg,,,,
1121,2024-07-13,enact,True,4,balky,?y???,irate,??gyy,meant,?ygyg,enact,ggggg,,,,
1122,2024-07-14,video,True,4,balky,?????,noire,?yy?y,geoid,?yyyy,video,ggggg,,,,
1123,2024-07-15,swoon,True,5,balky,?????,noire,yy???,snoot,gygg?,spoon,g?ggg,swoon,ggggg,,
1124,2024-07-16,decoy,True,4,balky,????g,deity,gg??g,decry,ggg?g,decoy,ggggg,,,,
1125,2024-07-17,quite,True,5,balky,?????,noire,??g?g,white,??ggg,suite,?gggg,quite,ggggg,,
1126,2024-07-18,nerdy,True,4,balky,????g,deity,yg??g,reedy,ygygg,nerdy,ggggg,,,,
1127,2024-07-19,refer,True,4,balky,?????,noire,???yy,crest,?yy??,refer,ggggg,,,,
1128,2024-07-20,shaft,True,4,balky,?y???,irate,??gy?,chant,?gg?g,shaft,ggggg,,,,
1129,2024-07-21,speck,True,4,balky,???y?,inker,??yy?,keeps,yygyy,speck,ggggg,,,,
1130,2024-07-22,cadet,True,3,balky,?g???,carat,gg?yg,cadet,ggggg,,,,,,
1131,2024-07-23,prong,True,5,balky,?????,noire,yy?y?,croon,?ggyy,front,?ggg?,prong,ggggg,,
1132,2024-07-24,forte,True,5,balky,?????,noire,?g?yg,horse,?gg?g,torte,ygggg,forte,ggggg,,
1133,2024-07-25,porch,True,5,balky,?????,noire,?g?y?,cords,ygg??,torch,?gggg,porch,ggggg,,
1134,2024-07-26,awash,True,4,balky,?y???,irate,??g??,whang,yyg??,awash,ggggg,,,,
1135,2024-07-27,juice,True,5,balky,?????,noire,??g?g,white,??g?g,guise,?gg?g,juice,ggggg,,
1136,2024-07-28,smock,True,4,balky,???y?,inker,??y??,stock,g?ggg,smock,ggggg,,,,
1137,2024-07-29,super,True,6,balky,?????,noire,???yy,crest,?yyy?,seder,gy?gg,surer,ggygg,super,ggggg
1138,2024-07-30,feral,True,4,balky,?yy??,alert,yyyy?,renal,yg?gg,feral,ggggg,,,,
1139,2024-07-31,penne,True,5,balky,?????,noire,y???g,dense,?gg?g,henge,?gg?g,penne,ggggg,,
1140,2024-08-01,chalk,True,4,balky,?yyy?,kraal,y?gyy,clank,gyg?g,chalk,ggggg,,,,
1141,2024-08-02,flake,True,3,balky,?yyg?,flaks,gggg?,flake,ggggg,,,,,,
1142,2024-08-03,scale,True,4,balky,?yy??,alert,yyy??,lease,yygyg,scale,ggggg,,,,
1143,2024-08-04,lower,False,6,balky,??y??,liter,g??gg,lover,gg?gg,loner,gg?gg,loser,gg?gg,loper,gg?gg
1144,2024-08-05,ensue,True,5,balky,?????,noire,y???g,dense,?yyyg,scene,y?yyg,ensue,ggggg,,
1145,2024-08-06,anvil,True,4,balky,?yy??,alert,gy???,annul,ggy?g,anvil,ggggg,,,,
1146,2024-08-07,macaw,True,3,balky,?g???,carat,yg?g?,macaw,ggggg,,,,,,
1147,2024-08-08,saucy,True,4,balky,?g??g,party,?g??g,candy,yg??g,saucy,ggggg,,,,
1148,2024-08-09,ounce,True,4,balky,?????,noire,yy??g,ozone,g?yyg,ounce,ggggg,,,,
1149,2024-08-10,medic,True,4,balky,?????,noire,??y?y,sites,?y?y?,medic,ggggg,,,,
1150,2024-08-11,scone,True,5,balky,?????,noire,yy??g,ozone,y?ggg,stone,g?ggg,scone,ggggg,,
1151,2024-08-12,skiff,True,5,balky,???y?,inker,y?y??,skits,ggg?y,skimp,ggg??,skiff,ggggg,,
1152,2024-08-13,neigh,True,3,balky,?????,noire,g?g?y,neigh,ggggg,,,,,,
1153,2024-08-14,shore,True,4,balky,?????,noire,?y?gg,chore,?gggg,shore,ggggg,,,,
1154,2024-08-15,acorn,True,4,balky,?y???,irate,?yy??,sonar,?yyyy,acorn,ggggg,,,,
1155,2024-08-16,brace,True,4,balky,gy???,board,g?gy?,brans,ggg??,brace,ggggg,,,,
1156,2024-08-17,storm,True,5,balky,?????,noire,?y?g?,odors,y?ggy,sport,g?ggy,storm,ggggg,,
1157,2024-08-18,lanky,True,2,balky,?gygg,lanky,ggggg,,,,,,,,
1158,2024-08-19,meter,True,6,balky,?????,noire,???yy,crest,?yy?y,deter,?gggg,peter,?gggg,meter,ggggg
1159,2024-08-20,delay,True,4,balky,?yg?g,agley,y?gyg,relay,?gggg,delay,ggggg,,,,
1160,2024-08-21,mulch,True,5,balky,??g??,cills,y?gy?,dolce,??gg?,mulct,gggg?,mulch,ggggg,,
1161,2024-08-22,brute,True,4,balky,g????,bocce,g???g,beige,gy??g,brute,ggggg,,,,
1162,2024-08-23,leech,True,4,balky,??y??,liter,g??y?,lodge,g???y,leech,ggggg,,,,
1163,2024-08-24,filet,True,5,balky,??g??,cills,?ggy?,filed,gggg?,filer,gggg?,filet,ggggg,,
1164,2024-08-25,skate,True,3,balky,?y?y?,asker,yyyy?,skate,ggggg,,,,,,
1165,2024-08-26,stake,True,3,balky,?y?g?,peaks,?yggy,stake,ggggg,,,,,,
1166,2024-08-27,crown,True,4,balky,?????,noire,yy?y?,croon,gggyg,crown,ggggg,,,,
1167,2024-08-28,lithe,True,3,balky,??y??,liter,gggy?,lithe,ggggg,,,,,,
1168,2024-08-29,flunk,False,6,balky,??yy?,liker,y?y??,knoll,yg?yy,slunk,?gggg,clunk,?gggg,plunk,?gggg
1169,2024-08-30,knave,True,4,balky,?y?y?,asker,y?yy?,knead,ggyy?,knave,ggggg,,,,
1170,2024-08-31,spout,True,5,balky,?????,noire,?y???,scoot,g?gyg,stout,gyggg,spout,ggggg,,
1171,2024-09-01,mushy,True,6,balky,????g,deity,????g,corny,????g,guppy,?g??g,mussy,gggyg,mushy,ggggg
1172,2024-09-02,camel,True,4,balky,?gy??,carol,gg??g,canal,gg?yg,camel,ggggg,,,,
1173,2024-09-03,faint,True,6,balky,?g???,carat,?g?yg,paint,?gggg,taint,ygggg,saint,?gggg,faint,ggggg
1174,2024-09-04,stern,True,3,balky,?????,noire,y??gy,stern,ggggg,,,,,,
1175,2024-09-05,widen,True,5,balky,?????,noire,y?y?y,inset,yy?g?,dined,ygygy,widen,ggggg,,
1176,2024-09-06,rerun,True,4,balky,?????,noire,y??yy,enter,yy?yy,rerun,ggggg,,,,
1177,2024-09-07,owner,True,4,balky,?????,noire,yy?yy,tenor,?ygyg,owner,ggggg,,,,
1178,2024-09-08,drawn,True,4,balky,?y???,irate,?gg??,grand,?ggyy,drawn,ggggg,,,,
1179,2024-09-09,debit,True,3,balky,y????,tribe,y?yyy,debit,ggggg,,,,,,
1180,2024-09-10,rebel,True,2,balky,y?y??,rebel,ggggg,,,,,,,,
1181,2024-09-11,aisle,True,4,balky,?yy??,alert,gyy??,angel,g??yy,aisle,ggggg,,,,
1182,2024-09-12,brass,True,6,balky,gy???,board,g?gy?,brans,ggg?g,braes,ggg?g,brats,ggg?g,brass,ggggg
1183,2024-09-13,harsh,True,6,balky,?g???,carat,?ggy?,pared,?gg??,maria,?gg?y,aargh,ygg?g,harsh,ggggg
1184,2024-09-14,broad,True,3,balky,gy???,board,gyyyg,broad,ggggg,,,,,,
1185,2024-09-15,recur,True,4,balky,?????,noire,???yy,crest,yyy??,recur,ggggg,,,,
1186,2024-09-16,honey,True,5,balky,????g,deity,?y??g,emery,y?y?g,coney,?gggg,honey,ggggg,,
1187,2024-09-17,beaut,True,4,balky,gy???,board,g?g??,beans,ggg??,beaut,ggggg,,,,
1188,2024-09-18,fully,True,4,balky,??g?g,dilly,??ggg,folly,g?ggg,fully,ggggg,,,,
1189,2024-09-19,press,True,5,balky,?????,noire,???yy,crest,?ggg?,dress,?gggg,press,ggggg,,
1190,2024-09-20,smoke,True,5,balky,???g?,cocks,?y?gy,stoke,g?ggg,spoke,g?ggg,smoke,ggggg,,
1191,2024-09-21,seven,True,5,balky,?????,noire,y???y,tenet,?gyg?,semen,gg?gg,seven,ggggg,,
1192,2024-09-22,teach,True,4,balky,?y???,irate,??gyy,meant,?gg?y,teach,ggggg,,,,
1193,2024-09-23,steam,True,5,balky,?y???,irate,??yyy,anent,y?g?y,stead,gggg?,steam,ggggg,,
1194,2024-09-24,handy,True,6,balky,?g??g,party,?g??g,candy,?gggg,sandy,?gggg,dandy,ygggg,handy,ggggg
1195,2024-09-25,torch,True,4,balky,?????,noire,?g?y?,cords,ygg??,torch,ggggg,,,,
1196,2024-09-26,thank,True,4,balky,?y?y?,asker,y?y??,okapi,?yg??,thank,ggggg,,,,
1197,2024-09-27,faith,True,6,balky,?g???,carat,?g?yy,pants,?g?g?,matte,?gyg?,hafta,ygygy,faith,ggggg
1198,2024-09-28,brain,True,4,balky,gy???,board,g?gy?,brans,gggy?,brain,ggggg,,,,
1199,2024-09-29,rider,True,5,balky,?????,noire,??yyy,riser,gg?gg,river,gg?gg,rider,ggggg,,
1200,2024-09-30,cloud,True,4,balky,??y??,liter,y????,cools,gygy?,cloud,ggggg,,,,
1201,2024-10-01,modem,True,5,balky,?????,noire,?g??y,cooed,?gygy,dotes,yg?g?,modem,ggggg,,
1202,2024-10-02,shell,True,5,balky,??y??,liter,y??y?,oleos,?yg?y,shelf,gggg?,shell,ggggg,,
1203,2024-10-03,wagon,True,5,balky,?g???,carat,?g?y?,panda,?gy?y,mason,?g?gg,wagon,ggggg,,
1204,2024-10-04,title,True,3,balky,??y??,liter,yggy?,title,ggggg,,,,,,
1205,2024-10-05,miner,True,5,balky,?????,noire,y?yyy,inter,yy?gg,diner,?gggg,miner,ggggg,,
1206,2024-10-06,lager,True,6,balky,?gy??,carol,?gy?y,later,gg?gg,laser,gg?gg,lamer,gg?gg,lager,ggggg
1207,2024-10-07,flour,True,4,balky,??y??,liter,y???g,floor,gggyg,flour,ggggg,,,,
1208,2024-10-08,joint,True,5,balky,?????,noire,ygg??,coins,?ggg?,point,?gggg,joint,ggggg,,
1209,2024-10-09,mommy,True,6,balky,????g,deity,????g,corny,?g??g,goopy,?gy?g,mossy,gg??g,mommy,ggggg
1210,2024-10-10,carve,True,5,balky,?g???,carat,gggy?,cared,gggy?,carne,ggg?g,carve,ggggg,,
1211,2024-10-11,gusty,True,6,balky,????g,deity,???gg,fusty,?gggg,rusty,?gggg,musty,?gggg,gusty,ggggg
1212,2024-10-12,stain,True,4,balky,?y???,irate,y?gy?,giant,?ygyy,stain,ggggg,,,,
1213,2024-10-13,prone,True,5,balky,?????,noire,yy?yg,crone,?gggg,drone,?gggg,prone,ggggg,,
1214,2024-10-14,gamut,True,6,balky,?g???,carat,?g?yg,paint,?g??g,hadst,?g??g,fagot,?gy?g,gamut,ggggg
1215,2024-10-15,corer,True,4,balky,?????,noire,?g?yy,cored,gggg?,corer,ggggg,,,,
1216,2024-10-16,grant,True,3,balky,?y???,irate,?ggy?,grant,ggggg,,,,,,
1217,2024-10-17,halve,True,5,balky,?gg??,calla,?ggyy,paled,?ggy?,salve,?gggg,halve,ggggg,,
1218,2024-10-18,stint,True,5,balky,?????,noire,y?g??,chins,??ggy,suing,g?gg?,stint,ggggg,,
1219,2024-10-19,fiber,True,5,balky,y????,tribe,?yyyy,rebid,yygy?,giber,?gggg,fiber,ggggg,,
1220,2024-10-20,dicey,True,3,balky,????g,deity,gyy?g,dicey,ggggg,,,,,,
1221,2024-10-21,spoon,True,4,balky,?????,noire,yy???,snoot,gygg?,spoon,ggggg,,,,
1222,2024-10-22,shout,True,6,balky,?????,noire,?y???,scoot,g?gyg,stout,gyggg,spout,g?ggg,shout,ggggg
1223,2024-10-23,goofy,True,6,balky,????g,deity,????g,corny,?g??g,goopy,ggg?g,goosy,ggg?g,goofy,ggggg
1224,2024-10-24,bossy,True,4,balky,g???g,booty,ggy?g,bonny,gg??g,bossy,ggggg,,,,
1225,2024-10-25,frown,True,6,balky,?????,noire,yy?y?,croon,?ggyg,drown,?gggg,grown,?gggg,frown,ggggg
1226,2024-10-26,wreak,True,5,balky,?y?y?,asker,y?yyy,creak,?gggg,freak,?gggg,wreak,ggggg,,
1227,2024-10-27,sandy,True,4,balky,?g??g,party,?g??g,candy,?gggg,sandy,ggggg,,,,
1228,2024-10-28,bawdy,True,6,balky,gg??g,barmy,gg??g,batty,gg??g,bandy,gg?gg,baddy,ggygg,bawdy,ggggg
1229,2024-10-29,tunic,True,4,balky,?????,noire,y?y??,tints,gygy?,tunic,ggggg,,,,
1230,2024-10-30,easel,True,4,balky,?gy??,carol,?g??g,panel,?g?gg,easel,ggggg,,,,
1231,2024-10-31,weird,True,4,balky,?????,noire,??ggy,emirs,y?gg?,weird,ggggg,,,,
1232,2024-11-01,sixth,True,5,balky,?????,noire,??y??,tutti,y?ygy,fists,?gygy,sixth,ggggg,,
1233,2024-11-02,snoop,True,5,balky,?????,noire,yy???,snoot,gggg?,snood,gggg?,snoop,ggggg,,
1234,2024-11-03,blaze,True,6,balky,gyy??,brawl,g?g?y,bland,ggg??,blats,ggg??,blame,ggg?g,blaze,ggggg
1235,2024-11-04,vinyl,True,4,balky,??y?y,lyres,yy???,idyll,y?yyg,vinyl,ggggg,,,,
1236,2024-11-05,octet,True,3,balky,?????,noire,?y??y,octet,ggggg,,,,,,
1237,2024-11-06,truly,True,4,balky,??y?g,coyly,??ygg,drily,?g?gg,truly,ggggg,,,,
1238,2024-11-07,event,True,5,balky,?????,noire,y???y,tenet,yyyyg,scent,??ggg,event,ggggg,,
1239,2024-11-08,ready,True,4,balky,?y??g,amity,y???g,heady,?gggg,ready,ggggg,,,,
1240,2024-11-09,swell,False,6,balky,??y??,liter,y??y?,oleos,?yg?y,shelf,g?gg?,spell,g?ggg,smell,g?ggg
1241,2024-11-10,inner,True,4,balky,?????,noire,y?yyy,inter,gg?gg,inner,ggggg,,,,
1242,2024-11-11,stoic,True,4,balky,?????,noire,?yy??,ditto,?yyyy,stoic,ggggg,,,,
1243,2024-11-12,flown,True,5,balky,??y??,liter,y????,cools,?ygy?,flood,gggy?,flown,ggggg,,
1244,2024-11-13,primp,True,4,balky,?????,noire,??gy?,crits,?gg??,primp,ggggg,,,,
1245,2024-11-14,uvula,True,5,balky,?yy??,alert,yy???,snail,??y?y,moola,???gg,uvula,ggggg,,
1246,2024-11-15,tacky,True,4,balky,?g?gg,hanky,?g?gg,darky,?g?gg,tacky,ggggg,,,,
1247,2024-11-16,visor,True,4,balky,?????,noire,?yyy?,riots,ygy?y,visor,ggggg,,,,
1248,2024-11-17,tally,True,4,balky,?gg?g,pally,?gggg,rally,?gggg,tally,ggggg,,,,
1249,2024-11-18,frail,True,5,balky,?yy??,alert,yy?y?,liras,yyyy?,grail,?gggg,frail,ggggg,,
1250,2024-11-19,going,True,6,balky,?????,noire,ygg??,coins,?ggg?,point,?ggg?,doing,?gggg,going,ggggg
1251,2024-11-20,niche,True,4,balky,?????,noire,g?y?g,niece,ggyyg,niche,ggggg,,,,
1252,2024-11-21,spine,True,5,balky,?????,noire,y?g?g,chine,??ggg,seine,gyggg,spine,ggggg,,
1253,2024-11-22,pearl,True,4,balky,?yy??,alert,yyyg?,learn,yggg?,pearl,ggggg,,,,
